AMC_name,Mutual Fund Name,category,risk_type,fund_rating,return_1yr,return_3yr,return_5yr,Sector
HDFC,HDFC Banking & Financial Services Fund Direct Growth,Equity,Very High Risk,3.0,3.68,,,Banking
HDFC,HDFC NIFTY 100 Equal Weight Index Fund Direct Growth,Other,Very High Risk,3.0,,,,Banking
HSBC,HSBC Infrastructure Equity Fund Direct Growth,Equity,Very High Risk,1.0,13.37,26.33,5.35,Banking
HSBC,HSBC Small Cap Equity Fund Direct Growth,Equity,Very High Risk,2.0,-1.97,25.82,9.62,Banking
HSBC,HSBC Large and Mid Cap Equity Fund Direct Growth,Equity,Moderately High Risk,3.0,0.91,20.86,,Banking
HSBC,HSBC Flexi Cap Fund Direct Growth,Equity,Very High Risk,2.0,0.5,19.94,9.97,Banking
HSBC,HSBC Tax Saver Equity Fund Direct Growth,Equity,Very High Risk,2.0,3.54,19.51,10.56,Banking
HSBC,HSBC Large Cap Equity Fund Direct Growth,Equity,Very High Risk,2.0,1.0,17.35,11.4,Banking
HSBC,HSBC Managed Solutions India Growth Fund Direct Growth,Other,Very High Risk,2.0,0.92,16.59,9.85,Banking
HSBC,HSBC Equity Hybrid Fund Direct Growth,Hybrid,Very High Risk,3.0,-0.38,15.7,,Banking
HSBC,HSBC Managed Solutions India Moderate Fund Direct Growth,Other,High Risk,2.0,1.14,14.77,9.16,Banking
HSBC,HSBC Regular Savings Fund Direct Growth,Hybrid,Moderately High Risk,3.0,2.37,9.11,7.02,Banking
HSBC,HSBC Global Emerging Markets Direct Plan Growth,Other,Very High Risk,3.0,-19.39,6.35,4.84,Banking
HSBC,HSBC Managed Solutions India Conservative Fund Direct Growth,Other,Moderate Risk,2.0,1.74,6.29,5.54,Banking
HSBC,HSBC Asia Pacific (Ex Japan) Dividend Yield Fund Direct Growth,Other,Very High Risk,3.0,-10.17,5.63,6.66,Banking
HSBC,HSBC Short Duration Fund Direct Growth,Debt,Low to Moderate Risk,1.0,2.4,4.89,4.03,Banking
HSBC,HSBC Flexi Debt Fund Direct Growth,Debt,Moderate Risk,2.0,1.19,4.6,5.45,Banking
HSBC,HSBC Debt Fund Direct Growth,Debt,Moderate Risk,2.0,0.64,4.51,5.44,Banking
HSBC,HSBC Low Duration Fund Direct Growth,Debt,Low to Moderate Risk,1.0,3.48,4.22,3.55,Banking
HSBC,HSBC Cash Fund Direct Growth,Debt,Low to Moderate Risk,3.0,4.01,4.06,5.34,Banking
HSBC,HSBC Overnight Fund Direct Growth,Debt,Low Risk,5.0,3.9,3.71,,Banking
HSBC,HSBC Brazil Direct Plan Growth,Other,Very High Risk,3.0,-9.07,-8.55,-2.72,Banking
HSBC,HSBC Mid Cap Fund Direct Growth,Equity,Very High Risk,3.0,,,,Banking
HSBC,HSBC Global Equity Climate Change FoF Direct Growth,Other,Very High Risk,3.0,-23.83,,,Banking
HSBC,HSBC Focused Equity Fund Direct Growth,Equity,Very High Risk,3.0,1.54,,,Banking
HSBC,HSBC Focused Equity Fund Direct Growth,Equity,Very High Risk,3.0,1.54,,,Banking
HSBC,HSBC Ultra Short Duration Fund Direct Growth,Debt,Low to Moderate Risk,3.0,3.96,,,Banking
BOI,BOI AXA Ultra Short Duration Fund Direct Bonus,Debt,Low to Moderate Risk,2.0,3.2,4.77,5.97,Banking
Quant,Quant Small Cap Fund Direct Plan Growth,Equity,Very High Risk,4.0,9.98,54.37,22.73,Private
Quant,Quant Tax Plan Direct Growth,Equity,Very High Risk,5.0,17.43,43.88,23.76,Private
Quant,Quant Infrastructure Fund Direct Growth,Equity,Very High Risk,5.0,25.78,43.74,23.91,Private
Quant,Quant Mid Cap Fund Direct Growth,Equity,Very High Risk,5.0,20.43,40.2,22.03,Private
Quant,Quant Flexi Cap Fund Direct Growth,Equity,Very High Risk,3.0,8.31,39.82,19.71,Private
Quant,Quant Active Fund Direct Growth,Equity,Very High Risk,3.0,12.41,39.22,23.4,Private
Quant,Quant Absolute Fund Direct Growth,Hybrid,Very High Risk,5.0,15.25,33.46,20.17,Private
Quant,Quant Multi Asset Fund Direct Growth,Hybrid,Very High Risk,5.0,19.05,31.87,19.85,Private
Quant,Quant Large and Mid Cap Fund Direct Growth,Equity,Very High Risk,5.0,15.3,28.29,15.27,Private
Quant,Quant Focused Fund Direct Growth,Equity,Very High Risk,5.0,12.14,27.36,15.77,Private
Quant,Quant Dynamic Bond Fund Direct Growth,Debt,Low Risk,3.0,4.44,5.55,5.4,Private
Quant,Quant Liquid Direct Plan Growth,Debt,Moderate Risk,5.0,4.38,4.92,5.9,Private
Quant,Quant Large Cap Fund Direct Growth,Equity,Very High Risk,3.0,,,,Private
Quant,Quant Value Fund Direct Growth,Equity,Very High Risk,3.0,,,,Private
Quant,Quant Quantamental Fund Direct Growth,Equity,Very High Risk,3.0,21.05,,,Private
Quant,Quant ESG Equity Fund Direct Growth,Equity,Very High Risk,3.0,20.96,,,Private
PGIM,PGIM India Midcap Opportunities Fund Direct Growth,Equity,Very High Risk,5.0,11.02,44.22,21.49,Private
PGIM,PGIM India Flexi Cap Fund Direct Growth,Equity,Very High Risk,5.0,-1.23,29.47,16.95,Private
PGIM,PGIM India ELSS Tax Saver Fund Direct Growth,Equity,Very High Risk,4.0,8.28,22.57,14.16,Private
PGIM,PGIM India Large Cap Fund Direct Plan Growth,Equity,Very High Risk,2.0,-2.38,16.19,11.02,Private
PGIM,PGIM India Hybrid Equity Fund Direct Plan Growth,Hybrid,Very High Risk,1.0,-4.35,13.79,8.98,Private
PGIM,PGIM India Global Equity Opportunities Fund Direct Growth,Other,Very High Risk,3.0,-33.56,10.67,13.53,Private
PGIM,PGIM India Equity Savings Fund Direct Growth,Hybrid,Low to Moderate Risk,3.0,3.73,9.5,8.23,Private
PGIM,PGIM India Corporate Bond Direct Plan Growth,Debt,Low to Moderate Risk,4.0,3.31,6.62,6.69,Private
PGIM,PGIM India Banking & PSU Debt Fund Direct Growth,Debt,Low to Moderate Risk,4.0,3.12,6.39,6.98,Private
PGIM,PGIM India Dynamic Bond Direct Plan Growth,Debt,Low to Moderate Risk,4.0,2.8,5.78,6.64,Private
PGIM,PGIM India Gilt Direct Plan Growth,Debt,Low to Moderate Risk,3.0,2.48,5.62,6.42,Private
PGIM,PGIM India Short Duration Fund Direct Growth,Debt,Low to Moderate Risk,2.0,3.0,5.54,4.48,Private
PGIM,PGIM India Ultra Short Duration Direct Growth,Debt,Low to Moderate Risk,1.0,4.04,5.36,7.29,Private
PGIM,PGIM India Arbitrage Fund Direct Growth,Hybrid,Low Risk,2.0,3.87,4.4,5.18,Private
PGIM,PGIM India Liquid Fund Direct Plan Growth,Debt,Low to Moderate Risk,4.0,4.0,4.16,5.4,Private
PGIM,PGIM India Credit Risk Fund Direct Growth,Debt,Low to Moderate Risk,2.0,9.6,4.08,5.31,Private
PGIM,PGIM India Overnight Fund Direct Growth,Debt,Low Risk,4.0,3.88,3.75,,Private
PGIM,PGIM India Emerging Markets Equity Fund Direct Growth,Other,Very High Risk,3.0,-39.0,-3.1,-0.46,Private
PGIM,PGIM India Small Cap Fund Direct Growth,Equity,Very High Risk,3.0,10.38,,,Private
PGIM,PGIM India Global Select Real Estate Securities FoF Direct Growth,Other,Very High Risk,3.0,,,,Private
PGIM,PGIM India Money Market Fund Direct Growth,Debt,Low to Moderate Risk,3.0,4.1,,,Private
PGIM,PGIM India Balanced Advantage Fund Direct Growth,Hybrid,Very High Risk,3.0,6.14,,,Private
Nippon,Nippon India Small Cap Fund Direct Growth,Equity,Very High Risk,4.0,16.31,38.54,19.37,Private
Nippon,Nippon India Consumption Fund Direct Growth,Equity,Very High Risk,5.0,16.68,29.15,16.69,Private
Nippon,Nippon India Growth Fund Direct Growth,Equity,Very High Risk,4.0,9.37,29.01,15.88,Private
Nippon,Nippon India Pharma Fund Direct Growth,Equity,Very High Risk,3.0,-11.75,25.53,18.47,Private
Nippon,Nippon India Focused Equity Fund Direct Growth,Equity,Very High Risk,3.0,9.62,25.42,13.63,Private
Nippon,Nippon India Power & Infra Fund Direct Growth,Equity,Very High Risk,2.0,10.7,23.96,9.75,Private
Nippon,Nippon India Multi Cap Fund Direct Growth,Equity,Very High Risk,3.0,16.79,23.63,14.53,Private
Nippon,Nippon India Value Fund Direct Growth,Equity,Very High Risk,3.0,6.58,23.58,14.13,Private
Nippon,Nippon India Vision Direct Growth,Equity,Very High Risk,1.0,3.7,21.08,9.4,Private
Nippon,Nippon India Quant Fund Retail Direct Growth,Equity,Very High Risk,3.0,5.38,20.87,12.22,Private
Nippon,Nippon India Large Cap Fund Direct Growth,Equity,Very High Risk,2.0,11.45,20.37,13.34,Private
Nippon,Nippon India Nifty Next 50 Junior BeES FoF Direct Growth,Other,Moderately High Risk,4.0,4.25,19.53,,Private
Nippon,Nippon India Tax Saver (ELSS) Fund Direct Growth,Equity,Very High Risk,1.0,5.61,19.44,6.42,Private
Nippon,Nippon India Index Fund Nifty 50 Plan Direct Growth,Other,Very High Risk,3.0,2.76,18.22,13.2,Private
Nippon,Nippon India Index Fund S&P BSE Sensex Plan Direct Growth,Other,Very High Risk,4.0,2.68,17.99,14.34,Private
Nippon,Nippon India Banking & Financial Services Fund Direct Growth,Equity,Very High Risk,3.0,9.31,15.99,8.6,Private
Nippon,Nippon India Retirement Fund Wealth Creation Scheme Direct Growth,Solution Oriented,Very High Risk,1.0,2.82,14.72,7.84,Private
Nippon,Nippon India Balanced Advantage Fund Direct Growth,Hybrid,Very High Risk,3.0,5.4,13.78,10.05,Private
Nippon,Nippon India Equity Hybrid Fund Direct Growth,Hybrid,Very High Risk,1.0,6.11,11.82,6.2,Private
Nippon,Nippon India US Equity Opportunities Fund Direct Growth,Equity,Very High Risk,3.0,-12.48,11.28,14.68,Private
Nippon,Nippon India Gold Savings Fund Direct Growth,Other,High Risk,2.0,5.41,9.01,9.7,Private
Nippon,Nippon IndiaRetirement Fund Income Generation Scheme Direct Growth,Solution Oriented,Moderately High Risk,2.0,1.67,6.99,6.38,Private
Nippon,Nippon India Short Term Fund Direct Growth,Debt,Moderate Risk,4.0,3.44,6.82,6.96,Private
Nippon,Nippon India Floating Rate Fund Direct Growth,Debt,Low to Moderate Risk,3.0,3.07,6.8,6.87,Private
Nippon,Nippon India Banking & PSU Debt Fund Direct Growth,Debt,Low to Moderate Risk,4.0,3.07,6.68,7.17,Private
Nippon,Nippon India Corporate Bond Fund Direct Growth,Debt,Moderate Risk,5.0,3.88,6.59,6.94,Private
Nippon,Nippon India Low Duration Fund Direct Growth,Debt,Moderate Risk,4.0,4.19,6.15,6.51,Private
Nippon,Nippon India Gilt Securities Fund Direct Growth,Debt,Moderate Risk,3.0,1.87,5.94,7.24,Private
Nippon,Nippon India Gilt Securities Fund Direct Defined Maturity Date Growth,Debt,Moderate Risk,3.0,1.87,5.94,7.24,Private
Nippon,Nippon India Income Fund Direct Growth,Debt,Low to Moderate Risk,3.0,2.48,5.9,6.64,Private
Nippon,Nippon India Nivesh Lakshya Fund Direct Growth,Debt,Moderate Risk,3.0,2.04,5.64,,Private
Nippon,Nippon India Dynamic Bond Fund Direct Growth,Debt,Moderate Risk,1.0,2.41,5.6,5.82,Private
Nippon,Nippon India Ultra Short Duration Fund Direct Growth,Debt,Moderately High Risk,2.0,4.85,5.13,5.93,Private
Nippon,Nippon India Money Market Fund Direct Growth,Debt,Moderate Risk,5.0,4.27,5.07,6.26,Private
Nippon,Nippon India Arbitrage Fund Direct Growth,Hybrid,Low Risk,4.0,4.28,4.76,5.73,Private
Nippon,Nippon India Liquid Fund Direct Growth,Debt,Low to Moderate Risk,3.0,4.01,4.14,5.4,Private
Nippon,Nippon India Credit Risk Fund Direct Growth,Debt,High Risk,2.0,4.57,3.84,4.35,Private
Nippon,Nippon India Overnight Fund Direct Growth,Debt,Low Risk,3.0,3.88,3.68,,Private
Nippon,Nippon India Japan Equity Fund Direct Growth,Equity,Very High Risk,3.0,-22.7,2.79,5.81,Private
Nippon,Nippon India Hybrid Bond Fund Direct Growth,Hybrid,High Risk,1.0,5.54,2.43,2.89,Private
Nippon,Nippon India Equity Savings Fund Direct Growth,Hybrid,Moderate Risk,1.0,2.35,1.97,1.28,Private
Nippon,Nippon India Strategic Debt Fund Direct Growth,Debt,Very High Risk,2.0,1.69,-2.82,-0.95,Private
Nippon,Nippon India Nifty Alpha Low Volatility 30 Index Fund Direct Growth,Other,Very High Risk,3.0,,,,Private
Nippon,Nippon India Flexi Cap Fund Direct Growth,Equity,Very High Risk,3.0,5.53,,,Private
Nippon,Nippon India Nifty Smallcap 250 Index Fund Direct Growth,Other,Very High Risk,3.0,4.34,,,Private
Nippon,Nippon India Silver ETF FoF Direct Growth,Other,Very High Risk,3.0,,,,Private
Nippon,Nippon India Silver ETF FoF Direct Growth,Other,Very High Risk,3.0,,,,Private
Nippon,Nippon India Passive Flexicap FoF Direct Growth,Other,Very High Risk,3.0,4.2,,,Private
Nippon,Nippon India Asset Allocator FoF Direct Growth,Other,Very High Risk,3.0,7.42,,,Private
Nippon,Nippon India Nifty 50 Value 20 Index Fund Direct Growth,Other,Very High Risk,3.0,1.16,,,Private
Nippon,Nippon India Nifty Midcap 150 Index Fund Direct Growth,Other,Very High Risk,3.0,9.66,,,Private
Nippon,Nippon India Taiwan Equity Fund Direct Growth,Equity,Very High Risk,3.0,,,,Private
Nippon,Nippon India Multi Asset Fund Direct Growth,Hybrid,Very High Risk,3.0,4.0,,,Private
Nippon,Nippon India Multi Asset Fund Direct Growth,Hybrid,Very High Risk,3.0,4.0,,,Private
Edelweiss,Edelweiss Small Cap Fund Direct Growth,Equity,Very High Risk,4.0,14.63,38.28,,Private
Edelweiss,Edelweiss Mid Cap Direct Plan Growth,Equity,Very High Risk,4.0,11.34,32.02,17.28,Private
Edelweiss,Edelweiss Recently Listed IPO Fund Direct Growth,Equity,Very High Risk,3.0,-6.65,27.28,,Private
Edelweiss,Edelweiss Large & Mid Cap Direct Plan Growth,Equity,Very High Risk,5.0,7.12,24.41,15.76,Private
Edelweiss,Edelweiss Flexi Cap Fund Direct Growth,Equity,Very High Risk,3.0,5.23,21.59,14.42,Private
Edelweiss,Edelweiss Long Term Equity Fund (Tax Savings) Direct Growth,Equity,Very High Risk,3.0,4.66,19.9,12.12,Private
Edelweiss,Edelweiss Aggressive Hybrid Fund Direct Growth,Hybrid,Very High Risk,4.0,8.0,18.97,12.98,Private
Edelweiss,Edelweiss Large Cap Fund Direct Growth,Equity,Very High Risk,4.0,1.53,18.76,13.62,Private
Edelweiss,Edelweiss Balanced Advantage Fund Direct Growth,Hybrid,Very High Risk,5.0,3.07,17.9,12.6,Private
Edelweiss,Edelweiss US Value Equity Offshore Fund Direct Growth,Other,Very High Risk,3.0,3.39,13.53,12.88,Private
Edelweiss,Edelweiss Equity Savings Fund Direct Growth,Hybrid,High Risk,5.0,3.64,11.41,9.45,Private
Edelweiss,Edelweiss Greater China Equity Off shore Fund Direct Growth,Other,Very High Risk,3.0,-29.55,7.71,8.55,Private
Edelweiss,Edelweiss Banking and PSU Debt Fund Direct Growth,Debt,Moderate Risk,1.0,3.25,7.32,7.9,Private
Edelweiss,Edelweiss Government Securities Fund Direct Growth,Debt,Moderate Risk,4.0,2.21,6.9,8.01,Private
Edelweiss,Edelweiss Europe Dynamic Equity Offshore Fund Direct Growth,Other,Very High Risk,3.0,-16.83,6.87,4.64,Private
Edelweiss,Edelweiss Money Market Fund Direct Growth,Debt,Low to Moderate Risk,3.0,3.66,4.96,6.42,Private
Edelweiss,Edelweiss Arbitrage Fund Direct Growth,Hybrid,Low Risk,5.0,4.43,4.91,5.73,Private
Edelweiss,Edelweiss Liquid Direct Growth,Debt,Low to Moderate Risk,4.0,3.99,4.19,5.43,Private
Edelweiss,Edelweiss Overnight Fund Direct Growth,Debt,Low Risk,2.0,3.78,3.71,,Private
Edelweiss,Edelweiss ASEAN Equity Off Shore Fund Direct Growth,Other,Very High Risk,3.0,-0.87,3.3,5.74,Private
Edelweiss,Edelweiss Emerging Markets Opportunities Equity Offshore Fund Direct Growth,Other,Very High Risk,3.0,-24.15,1.49,3.44,Private
Edelweiss,Edelweiss Corporate Bond Fund Direct Growth,Debt,Low to Moderate Risk,1.0,-0.73,0.85,3.32,Private
Edelweiss,Edelweiss NIFTY PSU Bond Plus SDL Apr 2026 50:50 Index Fund Direct Growth,Other,Moderate Risk,3.0,2.18,,,Private
Edelweiss,Edelweiss Nifty 50 Index Fund Direct Growth,Other,Very High Risk,3.0,,,,Private
Edelweiss,Edelweiss CRISIL PSU Plus SDL 50:50 Oct 2025 Index Fund Direct Growth,Other,Low to Moderate Risk,3.0,,,,Private
Edelweiss,Edelweiss NIFTY Large Mid Cap 250 Index Fund Direct Growth,Other,Very High Risk,3.0,,,,Private
Edelweiss,Edelweiss MSCI India Domestic & World Healthcare 45 Index Fund Direct Growth,Other,Very High Risk,3.0,-9.93,,,Private
Edelweiss,Edelweiss MSCI India Domestic & World Healthcare 45 Index Fund Direct Growth,Other,Very High Risk,3.0,-9.93,,,Private
Edelweiss,Edelweiss NIFTY PSU Bond Plus SDL Apr 2027 50:50 Index Direct Growth,Other,Moderate Risk,3.0,,,,Private
Edelweiss,Edelweiss US Technology Equity FoF Direct Growth,Other,Very High Risk,3.0,-31.14,,,Private
Edelweiss,Edelweiss Focused Equity Fund Direct Growth,Equity,Very High Risk,3.0,,,,Private
Tata,Tata Small Cap Fund Direct Growth,Equity,Very High Risk,3.0,12.87,34.46,,Private
Tata,Tata Resources & Energy Fund Direct Growth,Equity,Very High Risk,3.0,-0.25,30.78,15.6,Private
Tata,Tata Digital India Fund Direct Growth,Equity,Very High Risk,3.0,-13.64,27.94,28.91,Private
Tata,Tata Infrastructure Direct Plan Growth,Equity,Very High Risk,3.0,19.5,27.17,14.11,Private
Tata,Tata Midcap Growth Direct Plan Growth,Equity,Very High Risk,3.0,5.13,26.44,14.49,Private
Tata,Tata Ethical Direct Plan Growth,Equity,Very High Risk,3.0,1.41,24.28,14.8,Private
Tata,Tata India Pharma & HealthCare Fund Direct Growth,Equity,Very High Risk,3.0,-9.24,24.22,17.06,Private
Tata,Tata India Consumer Fund Direct Growth,Equity,Very High Risk,2.0,8.52,22.07,13.78,Private
Tata,Tata Large & Mid Cap Fund Direct Plan Growth,Equity,Very High Risk,3.0,7.49,21.74,14.31,Private
Tata,Tata India Tax Savings Fund Direct Growth,Equity,Very High Risk,3.0,7.73,20.48,13.01,Private
Tata,Tata Equity PE Fund Direct Growth,Equity,Very High Risk,3.0,8.2,19.23,10.51,Private
Tata,Tata Flexi Cap Fund Direct Growth,Equity,Very High Risk,3.0,1.46,18.95,,Private
Tata,Tata Nifty 50 Index Direct,Other,Very High Risk,3.0,2.86,18.2,13.26,Private
Tata,Tata Large Cap Direct Plan Growth,Equity,Very High Risk,2.0,2.56,17.77,11.77,Private
Tata,Tata S&P BSE Sensex Index Direct,Other,Very High Risk,4.0,2.52,17.65,14.19,Private
Tata,Tata Retirement Savings Fund Progressive Plan Direct Growth,Solution Oriented,Very High Risk,3.0,-1.11,17.56,10.85,Private
Tata,Tata Retirement Savings Fund Moderate Plan Direct Growth,Solution Oriented,Very High Risk,3.0,0.95,16.83,10.35,Private
Tata,Tata Hybrid Equity Fund Direct Plan Growth,Hybrid,Very High Risk,3.0,5.23,16.66,10.65,Private
Tata,Tata Balanced Advantage Fund Direct Growth,Hybrid,Very High Risk,4.0,6.47,15.63,,Private
Tata,Tata Banking and Financial Services Fund Direct Growth,Equity,Very High Risk,4.0,1.49,14.61,10.2,Private
Tata,Tata Equity Savings Fund Direct Growth,Hybrid,Moderate Risk,2.0,4.17,9.86,7.54,Private
Tata,Tata Retirement Savings Fund Conservative Plan Direct Growth,Solution Oriented,Moderately High Risk,3.0,1.24,9.13,7.23,Private
Tata,Tata Dividend Yield Fund Direct Growth,Equity,Very High Risk,3.0,2.99,9.08,16.72,Private
Tata,Tata Medium Term Fund Direct Growth,Debt,Moderate Risk,4.0,3.59,7.51,3.35,Private
Tata,Tata Dynamic Bond Direct Growth,Debt,Moderately High Risk,4.0,5.67,7.13,6.6,Private
Tata,Tata Short Term Bond Direct Plan Growth,Debt,Low to Moderate Risk,3.0,2.99,6.27,5.54,Private
Tata,Tata Income Fund Direct Growth,Debt,Moderate Risk,3.0,2.35,6.09,6.03,Private
Tata,Tata Treasury Advantage Direct Plan Growth,Debt,Low to Moderate Risk,3.0,3.75,5.48,5.19,Private
Tata,Tata Money Market Fund Direct Growth,Debt,Moderate Risk,5.0,4.2,5.24,4.78,Private
Tata,Tata Gilt Securities Fund Direct Growth,Debt,Moderate Risk,2.0,2.52,5.07,5.57,Private
Tata,Tata Arbitrage Fund Direct Growth,Hybrid,Low Risk,5.0,4.07,5.03,,Private
Tata,Tata Ultra Short Term Fund Direct Growth,Debt,Low to Moderate Risk,4.0,4.16,4.88,,Private
Tata,Tata Liquid Fund Direct Growth,Debt,Low to Moderate Risk,3.0,3.98,4.14,5.37,Private
Tata,Tata Overnight Fund Direct Growth,Debt,Low Risk,3.0,3.85,3.66,,Private
Tata,Tata Floating Rate Fund Direct Growth,Debt,Low to Moderate Risk,3.0,4.34,,,Private
Tata,Tata Banking & PSU Debt Fund Direct Growth,Debt,Low to Moderate Risk,2.0,2.75,,,Private
Tata,Tata Focused Equity Fund Direct Growth,Equity,Very High Risk,3.0,2.57,,,Private
Tata,Tata Nifty India Digital ETF FoF Direct Growth,Other,Very High Risk,3.0,,,,Private
Tata,Tata Business Cycle Fund Direct Growth,Equity,Very High Risk,3.0,10.72,,,Private
Tata,Tata Corporate Bond Fund Direct Growth,Debt,Low to Moderate Risk,3.0,,,,Private
Tata,Tata Quant Fund Direct Growth,Equity,Very High Risk,3.0,-0.55,,,Private
DSP,DSP Small Cap Direct Plan Growth,Equity,Very High Risk,3.0,13.12,33.77,14.5,Private
DSP,DSP Healthcare Fund Direct Growth,Equity,Very High Risk,3.0,-12.79,28.84,,Private
DSP,DSP The Infrastructure Growth and Economic Reforms Regular Fund Direct Growth,Equity,Very High Risk,3.0,12.83,23.82,12.19,Private
DSP,DSP Natural Resources and New Energy Fund Direct Plan Growth,Equity,Very High Risk,3.0,-0.22,23.46,9.53,Private
DSP,DSP Tax Saver Direct Plan Growth,Equity,Very High Risk,4.0,2.14,21.94,13.86,Private
DSP,DSP Midcap Direct Plan Growth,Equity,Very High Risk,2.0,-1.81,21.82,12.2,Private
DSP,DSP Nifty 50 Equal Weight Index Fund Direct Growth,Other,Very High Risk,4.0,6.3,21.64,,Private
DSP,DSP Equity Opportunities Direct Plan Growth,Equity,Very High Risk,3.0,0.3,20.82,12.45,Private
DSP,DSP Flexi Cap Fund Direct Plan Growth,Equity,Very High Risk,3.0,-3.22,20.51,13.36,Private
DSP,DSP Quant Fund Direct Growth,Equity,High Risk,3.0,-5.06,19.85,,Private
DSP,DSP Nifty Next 50 Index Fund Direct Growth,Other,Moderately High Risk,3.0,4.25,19.33,,Private
DSP,DSP Nifty 50 Index Fund Direct Growth,Other,Moderately High Risk,3.0,2.75,18.06,,Private
DSP,DSP World Mining Fund Direct Plan Growth,Other,Very High Risk,3.0,-5.42,17.39,11.53,Private
DSP,DSP Equity & Bond Direct Growth,Hybrid,Very High Risk,3.0,-1.65,16.91,11.48,Private
DSP,DSP Focus Direct Plan Growth,Equity,Very High Risk,2.0,-2.75,16.65,10.04,Private
DSP,DSP US Flexible Equity Direct Plan Growth,Other,Very High Risk,3.0,-2.17,15.92,14.99,Private
DSP,DSP Top 100 Equity Direct Plan Growth,Equity,Very High Risk,1.0,-3.23,15.11,8.78,Private
DSP,DSP Equity Savings Fund Direct Growth,Hybrid,Moderately High Risk,2.0,3.36,11.46,7.95,Private
DSP,DSP Dynamic Asset Allocation Fund Direct Growth,Hybrid,Moderately High Risk,4.0,2.37,11.36,8.7,Private
DSP,DSP Regular Savings Direct Plan Growth,Hybrid,Moderate Risk,2.0,2.11,9.14,5.83,Private
DSP,DSP Global Allocation Fund Direct Growth,Other,Very High Risk,3.0,-9.14,7.62,7.5,Private
DSP,DSP Strategic Bond Direct Plan Growth,Debt,Low to Moderate Risk,3.0,1.93,7.12,6.54,Private
DSP,DSP Government Securities Direct Plan Growth,Debt,Low to Moderate Risk,5.0,2.38,6.77,7.44,Private
DSP,DSP World Energy Fund Direct Plan Growth,Other,Very High Risk,3.0,-8.45,6.31,5.23,Private
DSP,DSP Banking & PSU Debt Fund Direct Growth,Debt,Low to Moderate Risk,3.0,2.63,6.24,6.72,Private
DSP,DSP Credit Risk Direct Plan Growth,Debt,Moderate Risk,3.0,8.81,6.1,4.73,Private
DSP,DSP Short Term Direct Plan Growth,Debt,Low to Moderate Risk,3.0,2.7,6.0,6.53,Private
DSP,DSP Bond Direct Growth,Debt,Moderate Risk,3.0,2.81,5.77,4.79,Private
DSP,DSP Low Duration Fund Direct Growth,Debt,Low to Moderate Risk,3.0,3.68,5.63,6.34,Private
DSP,DSP Corporate Bond Fund Direct Growth,Debt,Moderate Risk,2.0,1.98,5.57,,Private
DSP,DSP World Agriculture Direct Plan Growth,Other,Very High Risk,3.0,-18.15,4.77,5.74,Private
DSP,DSP Ultra Short Fund Direct Plan Growth,Debt,Moderate Risk,3.0,3.96,4.7,5.55,Private
DSP,DSP Savings Direct Plan Growth,Debt,Moderate Risk,2.0,3.38,4.7,5.9,Private
DSP,DSP 10Y G Sec Fund Direct Growth,Debt,Moderate Risk,3.0,-0.86,4.41,5.2,Private
DSP,DSP Arbitrage Fund Direct Growth,Hybrid,Low Risk,3.0,3.8,4.38,,Private
DSP,DSP Liquidity Direct Growth,Debt,Low to Moderate Risk,3.0,4.01,4.08,5.33,Private
DSP,DSP Overnight Fund Direct Growth,Debt,Low Risk,3.0,3.87,3.72,,Private
DSP,DSP World Gold Fund Direct Plan Growth,Other,Very High Risk,3.0,-25.54,-3.99,0.15,Private
DSP,DSP Global Innovation FoF Direct Growth,Other,Very High Risk,3.0,,,,Private
DSP,DSP Nifty Midcap 150 Quality 50 Index Fund Direct Growth,Other,Very High Risk,3.0,,,,Private
DSP,DSP Value Fund Direct Growth,Equity,Very High Risk,3.0,-2.39,,,Private
DSP,DSP Floater Fund Direct Growth,Debt,Low to Moderate Risk,3.0,2.33,,,Private
Invesco,Invesco India Smallcap Fund Direct Growth,Equity,Very High Risk,3.0,6.8,32.57,,Private
Invesco,Invesco India Infrastructure Fund Direct Growth,Equity,Very High Risk,5.0,12.3,29.26,16.2,Private
Invesco,Invesco India Mid Cap Fund Direct Growth,Equity,Very High Risk,4.0,6.32,26.9,16.31,Private
Invesco,Invesco India Multicap Fund Direct Growth,Equity,Very High Risk,3.0,1.37,22.91,12.73,Private
Invesco,Invesco India Contra Fund Direct Growth,Equity,Very High Risk,4.0,6.02,22.33,15.34,Private
Invesco,Invesco India PSU Equity Fund Direct Growth,Equity,Very High Risk,3.0,12.56,21.36,10.04,Private
Invesco,Invesco India Tax Plan Direct Growth,Equity,Very High Risk,3.0,-1.89,19.45,13.47,Private
Invesco,Invesco India Largecap Fund Direct Growth,Equity,Very High Risk,4.0,1.7,18.71,13.21,Private
Invesco,Invesco India Growth Opportunities Fund Direct Growth,Equity,Very High Risk,3.0,1.89,18.44,13.12,Private
Invesco,Invesco India Financial Services Fund Direct Growth,Equity,Very High Risk,4.0,0.5,14.69,10.5,Private
Invesco,Invesco India Equity & Bond Fund Direct Growth,Hybrid,Very High Risk,2.0,1.95,14.02,,Private
Invesco,Invesco India Dynamic Equity Fund Direct Growth,Hybrid,Very High Risk,2.0,2.2,11.24,7.31,Private
Invesco,Invesco India Equity Savings Fund Direct Growth,Hybrid,Moderately High Risk,3.0,1.58,9.14,,Private
